n;q_time;q_c;q_s;q__c/n;q_s/n,m_time;m_c;m_s;m__c/n;m_s/n,i_time;i_c;i_s;i__c/n;i_s/n;q_dual_time;q_dual_c;q_dual_s;q_dual__c/n;q_dual_s/n
5900;0.000736;90129.562500;39458.109375;15.276196;6.687815;0.000864;66573.773438;74408.000000;11.283689;12.611526;0.403469;8692042.000000;5899.000000;1473.227417;0.999830;0.000563;41391.808594;29683.179688;7.015561;5.031047
6000;0.000636;92944.726562;40883.789062;15.490788;6.813965;0.000911;67833.210938;75808.000000;11.305535;12.634666;0.425491;8986766.000000;5999.000000;1497.794312;0.999833;0.000600;41412.679688;30207.199219;6.902113;5.034534
6100;0.000677;95155.148438;41869.808594;15.599205;6.863903;0.000951;69099.773438;77208.000000;11.327831;12.657049;0.449405;9292492.000000;6099.000000;1523.359253;0.999836;0.000614;42992.960938;30903.529297;7.048026;5.066153
6200;0.000676;96105.492188;41048.769531;15.500885;6.620770;0.000932;70383.093750;78608.000000;11.352111;12.678710;0.473168;9601285.000000;6199.000000;1548.594360;0.999839;0.000611;43883.000000;31232.869141;7.077903;5.037560
6300;0.000651;98890.632812;42788.519531;15.696925;6.791829;0.000934;71666.179688;80008.000000;11.375585;12.699682;0.496669;9917614.000000;6299.000000;1574.224487;0.999841;0.000604;44983.851562;32216.509766;7.140294;5.113732
6400;0.000700;100850.398438;44271.000000;15.757875;6.917344;0.000994;72952.382812;81408.000000;11.398809;12.720000;0.522216;10221521.000000;6399.000000;1597.112549;0.999844;0.000643;45070.601562;32600.939453;7.042281;5.093897
6500;0.000726;101902.828125;43745.378906;15.677359;6.730059;0.001023;74238.273438;82808.000000;11.421272;12.739693;0.548750;10534245.000000;6499.000000;1620.653076;0.999846;0.000659;45699.960938;32894.929688;7.030763;5.060759
6600;0.000660;104256.742188;45256.031250;15.796475;6.856974;0.000954;75519.039062;84208.000000;11.442279;12.758788;0.573535;10883072.000000;6599.000000;1648.950317;0.999848;0.000623;46691.078125;33617.761719;7.074406;5.093600
6700;0.000813;105877.687500;45820.351562;15.802640;6.838858;0.001127;76816.976562;85608.000000;11.465220;12.777313;0.603075;11204168.000000;6699.000000;1672.263794;0.999851;0.000720;47752.140625;34686.500000;7.127185;5.177090
6800;0.000753;107271.320312;46707.421875;15.775194;6.868738;0.001074;78097.679688;87008.000000;11.484953;12.795294;0.631720;11550653.000000;6799.000000;1698.625488;0.999853;0.000685;48140.230469;34660.078125;7.079445;5.097071
6900;0.000744;110026.937500;47239.410156;15.945933;6.846292;0.001063;79382.953125;88408.000000;11.504775;12.812754;0.661118;11885266.000000;6899.000000;1722.502319;0.999855;0.000686;49706.851562;35731.359375;7.203891;5.178458
7000;0.000743;112043.929688;47728.019531;16.006275;6.818289;0.001053;80667.460938;89808.000000;11.523923;12.829714;0.690323;12245161.000000;6999.000000;1749.308716;0.999857;0.000679;49778.191406;35735.828125;7.111170;5.105119
7100;0.000752;113937.000000;49026.121094;16.047464;6.905087;0.001084;81964.312500;91208.000000;11.544269;12.846197;0.720935;12576147.000000;7099.000000;1771.288330;0.999859;0.000705;50556.109375;36524.980469;7.120579;5.144363
7200;0.000737;115804.039062;49769.109375;16.083895;6.912376;0.001065;83244.906250;92608.000000;11.561793;12.862223;0.751011;12945459.000000;7199.000000;1797.980469;0.999861;0.000687;51822.058594;37395.191406;7.197508;5.193777
7300;0.000726;118157.828125;50774.890625;16.186005;6.955464;0.001039;84548.437500;94008.000000;11.581978;12.877809;0.780585;13321850.000000;7299.000000;1824.910889;0.999863;0.000682;52595.628906;37867.011719;7.204881;5.187262
7400;0.000756;120933.218750;51259.039062;16.342327;6.926898;0.001084;85848.093750;95408.000000;11.601093;12.892973;0.812441;13680946.000000;7399.000000;1848.776489;0.999865;0.000728;53734.808594;38140.250000;7.261461;5.154088
7500;0.000783;122570.226562;52133.191406;16.342697;6.951092;0.001107;87147.468750;96808.000000;11.619662;12.907733;0.846035;14031318.000000;7499.000000;1870.842407;0.999867;0.000733;54039.750000;38709.031250;7.205300;5.161204
7600;0.000772;124458.453125;51980.210938;16.376112;6.839501;0.001116;88451.593750;98208.000000;11.638367;12.922105;0.878762;14403142.000000;7599.000000;1895.150269;0.999868;0.000724;55128.859375;39280.679688;7.253798;5.168510
7700;0.000759;126469.117188;53632.808594;16.424561;6.965300;0.001094;89737.406250;99608.000000;11.654209;12.936104;0.911236;14797156.000000;7699.000000;1921.708496;0.999870;0.000718;55681.531250;39826.390625;7.231368;5.172258
7800;0.000778;128618.328125;53812.031250;16.489529;6.898978;0.001123;91039.929688;101008.000000;11.671786;12.949743;0.945191;15197234.000000;7799.000000;1948.363281;0.999872;0.000738;57224.089844;40577.171875;7.336422;5.202201
7900;0.000812;130485.429688;54890.339844;16.517143;6.948144;0.001153;92338.000000;102408.000000;11.688354;12.963038;0.980477;15600191.000000;7899.000000;1974.707642;0.999873;0.000749;57500.468750;40893.179688;7.278541;5.176352
8000;0.000813;132650.625000;55417.988281;16.581327;6.927249;0.001159;93643.593750;103808.000000;11.705449;12.976000;1.016724;15959766.000000;7999.000000;1994.970703;0.999875;0.000769;58267.218750;41380.789062;7.283402;5.172599
8100;0.000825;134338.093750;56236.230469;16.584949;6.942744;0.001166;94942.078125;105208.000000;11.721245;12.988642;1.053954;16378885.000000;8099.000000;2022.084595;0.999877;0.000770;59211.160156;42410.890625;7.310020;5.235912
8200;0.000845;136488.265625;57294.500000;16.644909;6.987134;0.001206;96240.531250;106616.000000;11.736650;13.001951;1.092223;16775204.000000;8199.000000;2045.756592;0.999878;0.000782;60891.441406;43291.671875;7.425786;5.279472
8300;0.000891;138282.765625;57947.531250;16.660574;6.981630;0.001265;97578.296875;108116.000000;11.756422;13.026024;1.133962;17197588.000000;8299.000000;2071.998535;0.999880;0.000824;61253.769531;43512.980469;7.379972;5.242527
8400;0.000883;141538.656250;57776.789062;16.849840;6.878189;0.001275;98917.117188;109616.000000;11.775847;13.049523;1.175786;17617168.000000;8399.000000;2097.281982;0.999881;0.000824;62211.398438;44200.441406;7.406119;5.261957
8500;0.000882;142413.703125;58987.851562;16.754555;6.939747;0.001296;100265.492188;111116.000000;11.795940;13.072471;1.217120;18017388.000000;8499.000000;2119.692627;0.999882;0.000817;62642.851562;44647.328125;7.369747;5.252627
8600;0.000897;145665.625000;60301.851562;16.937864;7.011843;0.001302;101597.828125;112616.000000;11.813702;13.094884;1.260068;18467292.000000;8599.000000;2147.359619;0.999884;0.000824;63283.429688;45154.730469;7.358538;5.250550
8700;0.000900;146012.375000;60065.480469;16.783031;6.904078;0.001285;102943.039062;114116.000000;11.832533;13.116781;1.303963;18917068.000000;8699.000000;2174.375732;0.999885;0.000839;64281.218750;45611.890625;7.388646;5.242746
8800;0.000902;149594.906250;60758.558594;16.999422;6.904382;0.001306;104282.226562;115616.000000;11.850253;13.138182;1.348396;19332376.000000;8799.000000;2196.860840;0.999886;0.000850;65657.710938;46182.480469;7.461103;5.248009
8900;0.000992;151015.406250;60997.449219;16.968023;6.853646;0.001399;105628.156250;117116.000000;11.868333;13.159101;1.398491;19775670.000000;8899.000000;2221.985352;0.999888;0.000914;66429.226562;46881.160156;7.463958;5.267546
9000;0.000950;153692.546875;63322.238281;17.076950;7.035804;0.001340;106984.718750;118616.000000;11.887191;13.179556;1.445950;20253278.000000;8999.000000;2250.364258;0.999889;0.000863;66321.367188;46934.921875;7.369041;5.214991
